"Timestamp","Outdoor Temperature","Outdoor Humidity","Dew Point","Heat Index","Wind Chill","Barometric Pressure","Rain","Wind Speed","Wind Average","Peak Wind","Wind Direction","Indoor Temperature","Indoor Humidity"
"12/29/2020 7:24:00 AM","36.3","54","20","36","36","30.03199","0","1.242742","1.242742","6.835083","360","70.7","30"
