"Timestamp","Outdoor Temperature","Outdoor Humidity","Dew Point","Heat Index","Wind Chill","Barometric Pressure","Rain","Wind Speed","Wind Average","Peak Wind","Wind Direction","Indoor Temperature","Indoor Humidity"
"12/29/2020 2:36:00 AM","38.1","62","25","38","38","29.91387","0","2.485485","2.485485","4.349598","292.5","72.5","29"
