"Timestamp","Outdoor Temperature","Outdoor Humidity","Dew Point","Heat Index","Wind Chill","Barometric Pressure","Rain","Wind Speed","Wind Average","Peak Wind","Wind Direction","Indoor Temperature","Indoor Humidity"
"12/30/2020 3:00:00 PM","44.1","43","23","44","44","29.88434","0","1.864114","1.864114","6.835083","22.5","73.4","26"
