"Timestamp","Outdoor Temperature","Outdoor Humidity","Dew Point","Heat Index","Wind Chill","Barometric Pressure","Rain","Wind Speed","Wind Average","Peak Wind","Wind Direction","Indoor Temperature","Indoor Humidity"
"12/30/2020 8:48:00 AM","32.2","67","22","32","32","30.12058","0","1.242742","0.6213712","2.485485","22.5","69.9","26"
