"Timestamp","Outdoor Temperature","Outdoor Humidity","Dew Point","Heat Index","Wind Chill","Barometric Pressure","Rain","Wind Speed","Wind Average","Peak Wind","Wind Direction","Indoor Temperature","Indoor Humidity"
"12/28/2020 11:12:00 PM","43.2","65","31","43","43","29.85481","0","2.485485","3.106856","8.699197","247.5","71.4","31"
"12/28/2020 11:24:00 PM","42.4","64","31","42","41","29.85481","0","3.106856","2.485485","8.699197","22.5","72.3","32"
